simulation,frame,subframe,slot,sym1,sym2,sym3,sym4,sym5,sym6,sym7,sym8,sym9,sym10,sym11,sym12
30,95,1,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,1,1,3,3,3,3,3,3,3,3,3,3,3,3
30,95,2,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,2,1,3,3,3,3,3,3,3,3,3,2,3,0
30,95,3,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,3,1,3,3,3,3,3,3,3,3,3,3,3,3
30,95,4,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,4,1,3,3,3,3,3,3,3,3,3,3,3,3
30,95,5,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,5,1,3,3,3,3,3,3,3,3,3,3,3,3
30,95,6,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,6,1,3,3,3,3,3,3,3,3,3,3,3,3
30,95,7,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,7,1,3,3,3,3,3,3,3,3,3,3,3,3
30,95,8,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,8,1,3,3,3,3,3,3,3,3,3,3,2,3
30,95,9,0,3,3,3,3,3,3,3,3,3,3,3,3
30,95,9,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,0,0,3,3,3,3,3,3,3,3,3,3,1,3
30,96,0,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,1,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,1,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,2,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,2,1,3,3,3,3,3,3,3,3,3,3,3,0
30,96,3,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,3,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,4,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,4,1,3,3,3,3,3,3,3,3,3,3,2,3
30,96,5,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,5,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,6,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,6,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,7,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,7,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,8,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,8,1,3,3,3,3,3,3,3,3,3,3,3,3
30,96,9,0,3,3,3,3,3,3,3,3,3,3,3,3
30,96,9,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,0,0,3,3,3,3,3,3,3,3,3,3,2,3
30,97,0,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,1,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,1,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,2,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,2,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,3,0,3,3,3,3,3,3,3,3,3,3,1,3
30,97,3,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,4,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,4,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,5,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,5,1,3,3,3,3,3,3,3,3,3,3,2,3
30,97,6,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,6,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,7,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,7,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,8,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,8,1,3,3,3,3,3,3,3,3,3,3,3,3
30,97,9,0,3,3,3,3,3,3,3,3,3,3,3,3
30,97,9,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,0,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,0,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,1,0,3,3,3,3,3,3,3,3,3,3,2,3
30,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,2,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,2,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,3,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,3,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,4,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,4,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,5,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,5,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,6,0,3,3,3,3,3,3,3,3,3,1,3,0
30,98,6,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,7,0,3,3,3,3,3,3,3,3,3,3,2,3
30,98,7,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,8,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,8,1,3,3,3,3,3,3,3,3,3,3,3,3
30,98,9,0,3,3,3,3,3,3,3,3,3,3,3,3
30,98,9,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,0,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,0,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,1,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,1,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,2,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,2,1,3,3,3,3,3,3,3,3,3,2,3,0
30,99,3,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,3,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,4,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,4,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,5,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,5,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,6,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,6,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,7,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,7,1,3,3,3,3,3,3,3,3,3,3,3,3
30,99,8,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,8,1,3,3,3,3,3,3,3,3,3,3,2,3
30,99,9,0,3,3,3,3,3,3,3,3,3,3,3,3
30,99,9,1,3,3,3,3,3,3,3,3,3,3,3,3
30,100,0,0,3,3,3,3,3,3,3,3,3,3,1,3
30,100,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,40,3,1,2,3,3,3,2,3,3,3,1,2,3,0
31,40,4,1,3,3,2,3,3,3,2,3,3,1,2,3
31,40,5,0,3,3,2,3,3,3,2,3,3,1,2,3
31,40,5,1,1,3,3,2,3,3,2,3,3,1,2,3
31,40,6,0,3,3,2,3,3,3,2,3,3,1,2,3
31,40,6,1,3,2,3,3,3,2,3,3,3,1,2,3
31,40,7,0,3,2,3,3,3,2,3,3,3,1,2,3
31,40,7,1,3,2,3,3,3,2,3,3,3,1,2,3
31,40,8,0,3,2,3,3,3,2,3,3,3,1,2,3
31,40,8,1,1,2,3,3,3,2,3,3,3,2,1,3
31,40,9,0,2,3,3,3,3,2,3,3,1,3,2,3
31,40,9,1,2,3,3,3,3,2,3,3,3,1,2,3
31,41,0,0,2,3,3,3,3,2,3,3,3,1,2,3
31,41,0,1,2,3,3,3,3,2,3,3,3,2,1,3
31,41,1,0,1,3,3,3,3,2,3,3,3,2,1,3
31,41,1,1,3,3,2,3,3,3,2,3,3,1,2,3
31,41,2,0,3,3,2,3,3,3,2,3,3,1,2,3
31,41,2,1,3,3,2,3,3,3,2,3,3,1,2,3
31,41,3,0,3,3,2,3,3,3,2,3,3,1,2,3
31,41,3,1,1,3,2,3,3,3,2,3,3,1,2,3
31,41,4,0,3,2,3,3,3,2,3,3,1,3,2,3
31,41,4,1,3,2,3,3,3,2,3,3,3,1,2,3
31,41,5,0,3,2,3,3,3,2,3,3,3,1,2,3
31,41,5,1,3,2,3,3,3,2,3,3,3,1,2,3
31,41,6,0,3,2,3,3,3,2,3,3,3,2,1,3
31,41,6,1,2,1,3,3,3,2,3,3,3,2,1,3
31,41,7,0,2,3,3,3,3,2,3,3,3,1,2,3
31,41,7,1,2,3,3,3,3,2,3,3,3,1,2,3
31,41,8,0,2,3,3,3,3,2,3,3,3,1,2,3
31,41,8,1,3,3,3,3,3,3,3,3,3,3,1,3
31,41,9,0,3,3,2,3,3,2,3,3,1,3,2,3
31,41,9,1,3,2,1,2,3,3,2,3,2,1,2,3
31,42,0,0,3,3,2,3,3,3,2,3,3,1,2,3
31,42,0,1,3,3,3,3,3,3,3,3,3,2,3,0
31,42,1,0,2,3,3,3,3,2,3,3,3,2,1,3
31,42,1,1,1,3,3,3,2,3,3,3,3,2,1,3
31,42,2,0,3,3,2,3,3,3,2,3,1,3,2,3
31,42,2,1,3,2,3,3,3,2,3,3,3,1,2,3
31,42,3,0,3,2,3,3,3,2,3,3,3,1,2,3
31,42,3,1,3,2,3,3,3,2,3,3,3,1,2,3
31,42,4,0,2,3,3,3,3,2,3,3,3,1,2,3
31,42,4,1,2,3,3,3,3,2,3,3,3,2,1,3
31,42,5,0,3,1,3,3,2,3,3,3,3,2,1,3
31,42,5,1,3,3,2,3,3,3,2,3,3,1,2,3
31,42,6,0,3,2,3,3,3,2,3,3,3,1,2,3
31,42,6,1,3,2,3,3,3,2,3,3,3,1,2,3
31,42,7,0,3,2,3,3,3,2,3,3,3,1,2,3
31,42,7,1,2,3,3,3,3,2,3,3,3,2,1,3
31,42,8,0,3,3,3,3,2,3,3,3,2,1,3,0
31,42,8,1,1,3,2,3,3,3,2,3,3,2,1,3
31,42,9,0,3,2,3,3,3,2,3,3,1,3,2,3
31,42,9,1,3,2,3,3,3,2,3,3,3,1,2,3
31,43,0,0,2,3,3,3,3,2,3,3,3,1,2,3
31,43,0,1,2,3,3,3,2,3,3,3,3,1,2,3
31,43,1,0,3,3,3,3,2,3,3,3,3,2,1,3
31,43,1,1,1,3,2,3,3,3,2,3,3,1,2,3
31,43,2,0,3,2,3,3,3,2,3,3,1,3,2,3
31,43,2,1,3,2,3,3,3,2,3,3,3,1,2,3
31,43,3,0,3,2,3,3,3,2,3,3,3,1,2,3
31,43,3,1,2,3,3,3,3,2,3,3,3,1,2,3
31,43,4,0,2,3,3,3,2,3,3,3,3,2,1,3
31,43,4,1,1,3,3,3,2,3,3,3,3,2,1,3
31,43,5,0,3,3,2,3,3,3,2,3,1,3,2,3
31,43,5,1,3,2,3,3,3,2,3,3,3,1,2,3
31,43,6,0,3,2,3,3,3,2,3,3,3,1,2,3
31,43,6,1,3,3,3,3,3,3,3,3,3,3,3,3
31,43,7,0,3,3,3,3,3,3,3,3,3,3,2,3
31,43,7,1,2,2,1,3,2,2,1,2,2,2,1,3
31,43,8,0,1,3,2,3,3,3,2,3,3,1,2,3
31,43,8,1,3,3,3,3,3,3,3,3,3,3,3,3
31,43,9,0,3,3,3,3,3,3,3,3,3,3,2,3
31,43,9,1,2,1,2,3,2,2,1,2,2,1,2,3
31,44,0,0,3,3,3,2,3,3,2,3,3,1,2,3
31,44,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,44,1,0,3,3,3,3,3,3,3,3,3,3,2,3
31,44,1,1,2,2,2,1,2,2,1,2,2,2,1,3
31,44,2,0,1,2,3,3,3,2,3,3,3,2,1,3
31,44,2,1,3,3,3,3,3,3,3,3,3,3,3,3
31,44,3,0,3,3,3,3,3,3,3,3,3,3,3,3
31,44,3,1,1,2,2,2,1,2,2,2,1,2,3,0
31,44,4,0,3,3,3,2,3,3,2,3,3,1,2,3
31,44,4,1,3,3,3,3,3,3,3,3,3,3,3,3
31,44,5,0,3,3,3,3,3,3,3,3,3,3,2,3
31,44,5,1,3,3,3,3,2,3,3,3,3,1,2,3
31,44,6,0,3,2,3,3,3,2,3,3,3,1,2,3
31,44,6,1,3,2,3,3,3,2,3,3,3,1,2,3
31,44,7,0,2,3,3,3,3,2,3,3,3,2,1,3
31,44,7,1,1,3,3,3,2,3,3,3,3,2,1,3
31,44,8,0,3,2,3,3,3,2,3,3,1,3,2,3
31,44,8,1,2,3,3,3,3,2,3,3,1,3,2,3
31,44,9,0,3,3,3,3,2,3,3,3,3,1,2,3
31,44,9,1,3,3,2,3,3,3,2,3,3,1,2,3
31,45,0,0,3,2,3,3,3,2,3,3,3,1,2,3
31,45,0,1,3,2,3,3,3,2,3,3,3,1,2,3
31,45,1,0,2,3,3,3,3,2,3,3,3,2,1,3
31,45,1,1,3,3,3,3,2,3,3,3,3,2,1,3
31,45,2,0,1,3,2,3,3,3,2,3,3,2,1,3
31,45,2,1,2,3,3,3,3,2,3,3,1,3,2,3
31,45,3,0,3,3,3,3,2,3,3,3,1,3,2,3
31,45,3,1,3,3,2,3,3,3,2,3,3,1,2,3
31,45,4,0,3,2,3,3,3,2,3,3,3,1,2,3
31,45,4,1,3,2,3,3,3,2,3,3,3,1,2,3
31,45,5,0,2,3,3,3,2,3,3,3,3,1,2,3
31,45,5,1,3,3,3,3,2,3,3,3,3,2,1,3
31,45,6,0,3,3,2,3,3,3,2,3,3,2,1,3
31,45,6,1,1,2,3,3,3,2,3,3,3,2,1,3
31,45,7,0,3,3,3,3,2,3,3,3,1,3,2,3
31,45,7,1,3,3,2,3,3,3,2,3,3,1,2,3
31,45,8,0,3,2,3,3,3,2,3,3,3,1,2,3
31,45,8,1,2,3,3,3,3,2,3,3,3,1,2,3
31,45,9,0,2,3,3,3,2,3,3,3,3,1,2,3
31,45,9,1,3,3,3,3,2,3,3,3,3,2,1,3
31,46,0,0,3,3,2,3,3,3,2,3,3,1,2,3
31,46,0,1,2,3,3,3,2,3,3,3,2,1,3,0
31,46,1,0,1,3,3,3,2,3,3,3,3,2,1,3
31,46,1,1,3,2,3,3,3,2,3,3,1,3,2,3
31,46,2,0,2,3,3,3,3,2,3,3,3,1,2,3
31,46,2,1,3,3,3,3,2,3,3,3,3,1,2,3
31,46,3,0,3,3,2,3,3,3,2,3,3,1,2,3
31,46,3,1,3,2,3,3,3,2,3,3,3,1,2,3
31,46,4,0,3,2,3,3,3,2,3,3,3,1,2,3
31,46,4,1,2,3,3,3,2,3,3,3,3,2,1,3
31,46,5,0,1,3,3,3,2,3,3,3,3,2,1,3
31,46,5,1,3,2,3,3,3,2,3,3,1,3,2,3
31,46,6,0,2,3,3,3,3,2,3,3,1,3,2,3
31,46,6,1,3,3,3,3,3,3,3,3,3,3,3,3
31,46,7,0,3,3,3,3,3,3,3,3,3,3,3,3
31,46,7,1,2,1,3,2,2,2,1,2,2,1,2,3
31,46,8,0,3,3,2,3,3,2,3,3,1,2,3,0
31,46,8,1,3,3,3,3,3,3,3,3,3,3,3,3
31,46,9,0,3,3,3,3,3,3,3,3,3,3,3,3
31,46,9,1,2,2,1,2,2,2,1,2,2,1,2,3
31,47,0,0,3,3,2,3,3,3,2,3,3,1,2,3
31,47,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,47,1,0,3,3,3,3,3,3,3,3,3,3,3,3
31,47,1,1,2,2,2,1,2,2,1,2,2,2,1,3
31,47,2,0,3,2,1,3,3,3,2,3,3,2,1,3
31,47,2,1,3,3,3,3,3,3,3,3,3,3,3,3
31,47,3,0,3,3,3,3,3,3,3,3,3,3,3,3
31,47,3,1,2,2,1,2,2,1,2,2,2,1,2,3
31,47,4,0,3,3,2,3,3,3,2,3,3,1,2,3
31,47,4,1,3,3,3,3,3,3,3,3,3,3,3,3
31,47,5,0,3,3,3,3,3,3,3,3,3,3,3,3
31,47,5,1,2,2,1,2,2,2,1,2,2,1,2,3
31,47,6,0,1,3,2,3,3,3,2,3,3,2,1,3
31,47,6,1,3,3,3,3,3,3,3,3,3,3,3,3
31,47,7,0,3,3,3,3,3,3,3,3,3,3,3,3
31,47,7,1,3,3,3,3,3,3,3,3,3,3,3,3
31,47,8,0,3,3,3,2,3,3,3,3,3,3,2,3
31,47,8,1,2,2,2,1,2,2,1,2,2,2,1,3
31,47,9,0,2,1,2,3,2,1,2,3,2,2,1,3
31,47,9,1,3,3,3,3,3,3,3,3,3,3,3,3
31,48,0,0,3,3,3,3,3,3,3,3,3,3,3,3
31,48,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,48,1,0,3,3,2,3,3,3,3,3,1,3,2,3
31,48,1,1,2,2,1,2,2,2,1,2,2,1,2,3
31,48,2,0,1,2,3,2,2,1,3,2,2,1,2,3
31,48,2,1,3,3,3,3,3,3,3,3,3,3,3,3
31,48,3,0,3,3,3,3,3,3,3,3,3,3,3,3
31,48,3,1,3,3,3,3,3,3,3,3,3,3,3,0
31,48,4,0,3,3,3,2,3,3,3,3,3,3,2,3
31,48,4,1,2,3,3,3,3,2,3,3,3,1,2,3
31,48,5,0,3,3,3,3,2,3,3,3,3,2,1,3
31,48,5,1,3,2,3,3,3,2,3,3,3,2,1,3
31,48,6,0,1,3,3,3,3,2,3,3,3,2,1,3
31,48,6,1,3,2,3,3,3,2,3,3,1,3,2,3
31,48,7,0,2,3,3,3,3,2,3,3,1,3,2,3
31,48,7,1,3,3,3,3,2,3,3,3,1,3,2,3
31,48,8,0,3,2,3,3,3,2,3,3,3,1,2,3
31,48,8,1,2,3,3,3,3,2,3,3,3,1,2,3
31,48,9,0,3,3,3,3,2,3,3,3,3,1,2,3
31,48,9,1,3,2,3,3,3,2,3,3,3,1,2,3
31,49,0,0,3,3,3,3,2,3,3,3,3,1,2,3
31,49,0,1,3,3,2,3,3,3,2,3,3,1,2,3
31,49,1,0,3,2,3,3,3,2,3,3,3,1,2,3
31,49,1,1,3,3,3,3,2,3,3,3,3,2,1,3
31,49,2,0,3,3,2,3,3,3,2,3,3,1,2,3
31,49,2,1,2,3,3,3,3,2,3,3,3,2,1,3
31,49,3,0,1,3,3,3,2,3,3,3,3,2,1,3
31,49,3,1,3,2,3,3,3,2,3,3,1,3,2,3
31,49,4,0,3,3,3,3,2,3,3,3,1,3,2,3
31,49,4,1,3,3,2,3,3,3,2,3,1,3,2,3
31,49,5,0,2,3,3,3,3,2,3,3,3,1,2,3
31,49,5,1,3,3,3,3,2,3,3,3,3,1,2,3
31,49,6,0,3,2,3,3,3,2,3,3,3,1,2,3
31,49,6,1,2,3,3,3,3,2,3,3,3,1,2,3
31,49,7,0,3,3,3,3,2,3,3,3,3,1,2,3
31,49,7,1,3,2,3,3,3,2,3,3,3,1,2,3
31,49,8,0,2,3,3,3,3,2,3,3,3,1,2,3
31,49,8,1,3,3,3,3,2,3,3,3,3,2,1,3
31,49,9,0,3,2,3,3,3,2,3,3,3,1,2,3
31,49,9,1,2,3,3,3,3,2,3,3,3,2,1,3
31,50,0,0,3,3,3,3,2,3,3,3,3,2,1,3
31,50,0,1,2,3,3,3,2,3,3,3,2,1,3,0
31,50,1,0,1,3,3,3,2,3,3,3,3,2,1,3
31,50,1,1,2,3,3,3,3,2,3,3,1,3,2,3
31,50,2,0,3,3,3,3,2,3,3,3,1,3,2,3
31,50,2,1,3,2,3,3,3,2,3,3,1,3,2,3
31,50,3,0,2,3,3,3,3,2,3,3,3,1,2,3
31,50,3,1,3,3,3,3,2,3,3,3,3,1,2,3
31,50,4,0,3,2,3,3,3,2,3,3,3,1,2,3
31,50,4,1,2,3,3,3,2,3,3,3,3,1,2,3
31,50,5,0,3,3,3,2,3,3,3,3,3,1,2,3
31,50,5,1,3,2,3,3,3,2,3,3,3,1,2,3
31,50,6,0,3,3,3,3,2,3,3,3,3,1,2,3
31,50,6,1,3,3,2,3,3,3,2,3,3,1,2,3
31,50,7,0,3,2,3,3,3,2,3,3,3,1,2,3
31,50,7,1,3,3,3,3,2,3,3,3,3,2,1,3
31,50,8,0,3,2,3,3,3,2,3,3,2,1,3,0
31,50,8,1,3,3,3,3,2,3,3,3,3,2,1,3
31,50,9,0,1,3,2,3,3,3,2,3,3,2,1,3
31,50,9,1,3,3,3,3,2,3,3,3,1,3,2,3
31,51,0,0,3,3,2,3,3,3,2,3,1,3,2,3
31,51,0,1,3,2,3,3,3,2,3,3,1,3,2,3
31,51,1,0,3,3,3,3,2,3,3,3,3,1,2,3
31,51,1,1,3,3,2,3,3,3,2,3,3,1,2,3
31,51,2,0,2,3,3,3,3,2,3,3,3,1,2,3
31,51,2,1,3,3,3,3,2,3,3,3,3,1,2,3
31,51,3,0,3,2,3,3,3,2,3,3,3,1,2,3
31,51,3,1,2,3,3,3,3,2,3,3,3,1,2,3
31,51,4,0,3,3,3,3,2,3,3,3,3,2,1,3
31,51,4,1,3,2,3,3,3,2,3,3,3,1,2,3
31,51,5,0,2,3,3,3,3,2,3,3,3,2,1,3
31,51,5,1,3,3,3,3,2,3,3,3,3,2,1,3
31,51,6,0,3,2,3,3,3,2,3,3,3,2,1,3
31,51,6,1,1,3,3,3,2,3,3,3,3,2,1,3
31,51,7,0,3,2,3,3,3,2,3,3,1,3,2,3
31,51,7,1,2,3,3,3,3,2,3,3,1,3,2,3
31,51,8,0,3,3,3,3,2,3,3,3,1,3,2,3
31,51,8,1,3,2,3,3,3,2,3,3,3,1,2,3
31,51,9,0,2,3,3,3,2,3,3,3,3,1,2,3
31,51,9,1,3,3,3,3,2,3,3,3,3,1,2,3
31,52,0,0,3,2,3,3,3,2,3,3,3,1,2,3
31,52,0,1,3,3,3,3,2,3,3,3,3,1,2,3
31,52,1,0,3,3,2,3,3,3,2,3,3,1,2,3
31,52,1,1,3,2,3,3,3,2,3,3,3,1,2,3
31,52,2,0,3,3,3,3,2,3,3,3,3,2,1,3
31,52,2,1,3,3,2,3,3,3,2,3,3,1,2,3
31,52,3,0,2,3,3,3,3,2,3,3,3,2,1,3
31,52,3,1,3,3,3,3,3,3,3,3,3,3,3,0
31,52,4,0,3,3,3,3,3,3,3,3,3,3,3,3
31,52,4,1,2,3,2,1,2,2,1,2,2,2,1,3
31,52,5,0,3,1,2,3,3,3,2,3,3,2,1,3
31,52,5,1,3,3,3,3,3,3,3,3,3,3,3,3
31,52,6,0,3,3,3,3,3,3,3,3,3,3,3,3
31,52,6,1,1,2,3,2,2,1,2,2,2,1,2,3
31,52,7,0,3,3,3,2,3,3,2,3,3,1,2,3
31,52,7,1,3,3,3,3,3,3,3,3,3,3,3,3
31,52,8,0,3,3,3,3,3,3,3,3,3,3,3,3
31,52,8,1,2,1,2,2,2,1,2,2,2,1,2,3
31,52,9,0,3,2,3,3,3,2,3,3,3,1,2,3
31,52,9,1,3,3,3,3,3,3,3,3,3,3,3,3
31,53,0,0,3,3,3,3,3,3,3,3,3,3,3,3
31,53,0,1,3,2,1,2,2,2,1,2,2,1,2,3
31,53,1,0,3,3,3,2,3,3,2,3,3,1,2,3
31,53,1,1,3,3,3,3,3,3,3,3,3,3,3,3
31,53,2,0,3,3,3,3,3,3,3,3,3,3,3,3
31,53,2,1,2,2,1,2,2,2,1,2,2,1,2,3
31,53,3,0,3,2,3,3,3,2,3,3,3,2,1,3
31,53,3,1,3,3,3,3,3,3,3,3,3,3,3,3
31,53,4,0,3,3,3,3,3,3,3,3,3,3,3,3
31,53,4,1,3,2,2,1,2,2,1,2,2,2,1,3
31,53,5,0,3,1,3,2,3,3,2,3,3,2,1,3
31,53,5,1,3,3,3,3,3,3,3,3,3,3,3,3
31,53,6,0,3,3,3,3,3,3,3,3,3,3,3,3
31,53,6,1,1,2,3,2,2,1,2,2,2,1,2,3
31,53,7,0,2,3,3,2,3,3,2,3,3,1,2,3
31,53,7,1,3,3,3,3,3,3,3,3,3,3,3,3
31,53,8,0,3,3,3,3,3,3,3,3,3,3,3,3
31,53,8,1,2,1,2,3,2,2,1,2,2,1,2,3
31,53,9,0,3,3,2,3,3,3,2,3,3,1,2,3
31,53,9,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,0,0,3,3,3,3,3,3,3,3,3,3,3,3
31,54,0,1,2,1,2,2,2,1,2,2,1,2,3,0
31,54,1,0,3,2,3,3,3,2,3,3,3,1,2,3
31,54,1,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,2,0,3,3,3,3,3,3,3,3,3,3,3,3
31,54,2,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,3,0,3,3,3,3,3,3,3,3,3,3,3,3
31,54,3,1,2,2,1,2,2,2,1,2,2,1,2,3
31,54,4,0,2,1,2,3,2,2,1,2,2,1,2,3
31,54,4,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,5,0,3,3,3,3,3,3,3,3,3,3,3,3
31,54,5,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,6,0,3,3,3,3,3,3,3,3,3,3,3,3
31,54,6,1,2,2,1,2,2,2,1,2,2,1,2,3
31,54,7,0,2,2,1,2,2,2,1,2,2,1,2,3
31,54,7,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,8,0,3,3,3,3,3,3,3,3,3,3,3,0
31,54,8,1,3,3,3,3,3,3,3,3,3,3,3,3
31,54,9,0,3,3,3,3,3,3,3,3,3,3,3,3
31,54,9,1,2,2,2,1,2,2,1,2,2,2,1,3
31,55,0,0,2,3,2,1,2,2,1,2,2,2,1,3
31,55,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,55,1,0,3,3,3,3,3,3,3,3,3,3,3,3
31,55,1,1,3,3,3,3,3,3,3,3,3,3,3,3
31,55,2,0,3,3,3,3,3,3,3,3,3,3,3,3
31,55,2,1,2,2,2,1,2,2,1,2,2,2,1,3
31,55,3,0,1,2,2,1,2,2,1,2,2,2,1,3
31,55,3,1,3,3,3,3,3,3,3,3,3,3,3,3
31,55,4,0,3,3,3,3,3,3,3,3,3,3,3,3
31,55,4,1,3,3,3,3,3,3,3,3,3,3,3,3
31,55,5,0,3,3,3,3,3,3,3,3,3,3,3,3
31,55,5,1,2,1,2,2,2,1,2,2,2,1,2,3
31,55,6,0,2,1,2,2,2,1,2,2,2,1,2,3
31,55,6,1,3,3,3,3,3,3,3,3,3,3,3,3
31,55,7,0,3,3,3,3,3,3,3,3,3,3,3,3
31,55,7,1,3,3,3,3,3,3,3,3,3,3,3,3
31,55,8,0,3,3,3,3,3,3,3,3,3,3,3,3
31,55,8,1,2,2,1,2,2,2,1,2,2,1,2,3
31,55,9,0,3,2,1,2,2,2,1,2,2,1,2,3
31,55,9,1,3,3,3,3,3,3,3,3,3,3,3,3
31,56,0,0,3,3,3,3,3,3,3,3,3,3,3,3
31,56,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,56,1,0,3,3,3,3,3,3,3,3,3,3,3,3
31,56,1,1,2,2,1,2,2,2,1,2,2,1,2,3
31,56,2,0,2,2,1,2,2,2,1,2,2,1,2,3
31,56,2,1,3,3,3,3,3,3,3,3,3,3,3,3
31,56,3,0,3,3,3,3,3,3,3,3,3,3,3,3
31,56,3,1,3,3,3,3,3,3,3,3,3,3,3,0
31,56,4,0,3,3,3,3,3,3,3,3,3,3,3,3
31,56,4,1,3,3,3,3,3,3,3,3,3,3,3,3
31,56,5,0,2,3,3,3,3,2,3,3,3,2,1,3
31,56,5,1,1,2,2,1,2,2,1,2,2,2,1,3
31,56,6,0,2,1,2,2,2,1,2,2,2,1,2,3
31,56,6,1,3,3,3,3,3,3,3,3,3,3,3,3
31,56,7,0,3,3,3,3,3,3,3,3,3,3,3,3
31,56,7,1,3,3,3,3,3,3,3,3,3,3,3,3
31,56,8,0,3,3,3,3,3,3,3,3,3,3,3,3
31,56,8,1,2,1,2,2,2,1,2,2,2,1,2,3
31,56,9,0,2,2,1,2,2,1,2,2,2,1,2,3
31,56,9,1,3,3,3,3,3,3,3,3,3,3,3,3
31,57,0,0,3,3,3,3,3,3,3,3,3,3,3,3
31,57,0,1,3,3,3,3,3,3,3,3,3,3,3,3
31,57,1,0,3,3,3,3,3,3,3,3,3,3,3,3
